Edad,Genero,Rol,Industria,Años_Expe,Ubicacion,Hrs_semana,Balance_vida_trabajo,Nivel_estres,Salud_Mental,Recurso_SaludM,Cambio_en_productividad,Calificación_aislamientoS,Satisfacción_trabajo,Apoyo_de_empresa,Calidad_del_sueño,Region
50,Male,Project Manager,Healthcare,10,Hybrid,58,3,High,Anxiety,Yes,Increase,1.0,Unsatisfied,5,Good,North America
23,Female,Sales,Manufacturing,8,Onsite,38,5,Low,Anxiety,No,Increase,5.0,Unsatisfied,1,Good,North America
45,Non-binary,Software Engineer,Healthcare,28,Onsite,60,3,Medium,Anxiety,Yes,Decrease,2.0,Neutral,3,Poor,South America
51,Female,Data Scientist,Retail,29,Hybrid,48,5,High,Anxiety,No,No Change,5.0,Neutral,4,Good,Asia
41,Prefer not to say,Project Manager,Manufacturing,29,Onsite,56,3,Medium,Burnout,No,Increase,2.0,Satisfied,4,Good,Africa
32,Prefer not to say,Sales,Retail,2,Onsite,35,3,Low,Anxiety,No,Decrease,2.0,Satisfied,5,Good,South America
26,Female,Marketing,Retail,17,Remote,51,3,Medium,Burnout,Yes,Increase,5.0,Satisfied,5,Good,South America
50,Prefer not to say,Project Manager,Consulting,29,Hybrid,33,4,Low,Anxiety,No,No Change,3.0,Neutral,3,Average,South America
41,Prefer not to say,Designer,Healthcare,18,Hybrid,55,5,High,Depression,Yes,Decrease,2.0,Unsatisfied,2,Good,Oceania
35,Male,Sales,Retail,9,Onsite,42,4,Low,Anxiety,No,Decrease,3.0,Neutral,4,Good,Europe
52,Female,Designer,IT,29,Onsite,49,4,Medium,Depression,Yes,No Change,1.0,Neutral,2,Good,Europe
35,Prefer not to say,Marketing,Manufacturing,14,Hybrid,27,2,Low,Anxiety,Yes,Decrease,4.0,Unsatisfied,5,Average,Oceania
54,Non-binary,HR,Retail,32,Remote,55,5,Low,Anxiety,Yes,No Change,4.0,Satisfied,4,Good,Europe
32,Non-binary,Designer,Education,28,Hybrid,23,2,Medium,Anxiety,Yes,Decrease,2.0,Unsatisfied,1,Poor,Oceania
43,Non-binary,Software Engineer,Manufacturing,10,Remote,53,2,Medium,Anxiety,No,Increase,4.0,Neutral,1,Average,North America
53,Non-binary,Software Engineer,Manufacturing,17,Hybrid,39,2,Low,Depression,No,Decrease,2.0,Unsatisfied,3,Good,Oceania
45,Prefer not to say,Sales,Finance,10,Remote,28,2,Medium,Burnout,No,Increase,4.0,Neutral,3,Poor,Oceania
37,Prefer not to say,Designer,Consulting,33,Hybrid,42,3,Low,Anxiety,Yes,Decrease,4.0,Satisfied,5,Average,North America
31,Female,HR,Manufacturing,34,Remote,47,5,High,Burnout,No,Increase,2.0,Satisfied,4,Average,Oceania
22,Male,Marketing,Finance,2,Hybrid,32,4,High,Anxiety,No,No Change,4.0,Satisfied,1,Good,Africa
26,Non-binary,Project Manager,Retail,12,Remote,49,5,Medium,Anxiety,No,Increase,5.0,Satisfied,4,Good,Asia
30,Non-binary,Project Manager,Manufacturing,33,Remote,32,2,Low,Burnout,Yes,No Change,1.0,Neutral,2,Poor,North America
36,Prefer not to say,Software Engineer,Consulting,9,Hybrid,28,3,High,Anxiety,No,Increase,5.0,Satisfied,3,Good,North America
53,Non-binary,Project Manager,Manufacturing,4,Onsite,34,4,Low,Depression,Yes,Decrease,3.0,Neutral,4,Poor,Oceania
38,Female,Project Manager,Manufacturing,9,Remote,60,2,High,Depression,No,Decrease,3.0,Unsatisfied,3,Poor,South America
40,Male,Project Manager,IT,9,Onsite,32,3,High,Anxiety,Yes,No Change,2.0,Unsatisfied,2,Good,South America
58,Male,Sales,Retail,32,Hybrid,39,5,Low,Depression,No,Decrease,1.0,Satisfied,3,Poor,Oceania
58,Female,HR,Education,22,Remote,27,4,Medium,Depression,Yes,Decrease,4.0,Unsatisfied,5,Good,Oceania
55,Female,Data Scientist,Retail,31,Onsite,58,3,Low,Burnout,Yes,No Change,1.0,Unsatisfied,3,Poor,Asia
39,Prefer not to say,HR,Manufacturing,5,Remote,59,4,Low,Anxiety,Yes,Decrease,3.0,Satisfied,4,Good,Oceania
29,Male,Project Manager,Healthcare,18,Hybrid,57,4,Low,Anxiety,No,Increase,3.0,Satisfied,3,Poor,Oceania
24,Non-binary,Designer,Retail,23,Hybrid,32,5,Low,Anxiety,No,No Change,2.0,Unsatisfied,5,Average,Africa
47,Non-binary,Project Manager,Education,31,Hybrid,39,4,Medium,Burnout,Yes,No Change,1.0,Unsatisfied,1,Poor,North America
39,Female,Software Engineer,Manufacturing,19,Hybrid,49,4,Medium,Burnout,No,Decrease,2.0,Satisfied,5,Good,Africa
32,Female,HR,Consulting,23,Remote,48,4,Medium,Anxiety,No,Increase,5.0,Unsatisfied,2,Good,Africa
47,Female,Data Scientist,Finance,6,Hybrid,28,1,Low,Anxiety,No,Decrease,3.0,Satisfied,2,Poor,Oceania
59,Non-binary,Marketing,Manufacturing,13,Hybrid,40,1,Low,Anxiety,Yes,Decrease,1.0,Neutral,4,Average,South America
26,Non-binary,HR,Manufacturing,34,Onsite,28,4,High,Anxiety,Yes,Decrease,5.0,Satisfied,4,Good,Europe
28,Prefer not to say,Sales,Retail,23,Hybrid,39,2,High,Anxiety,Yes,Decrease,4.0,Unsatisfied,3,Good,North America
45,Male,Project Manager,Retail,4,Remote,31,2,High,Depression,No,No Change,2.0,Satisfied,2,Average,South America
47,Prefer not to say,Designer,Finance,17,Onsite,52,2,High,Depression,Yes,No Change,1.0,Neutral,5,Poor,South America
58,Female,Project Manager,Finance,27,Hybrid,31,4,High,Anxiety,No,Increase,4.0,Unsatisfied,4,Good,Asia
55,Male,Project Manager,Finance,29,Hybrid,52,1,Medium,Depression,Yes,Decrease,3.0,Satisfied,4,Poor,Asia
45,Male,HR,Retail,17,Onsite,45,5,Low,Depression,No,Increase,4.0,Neutral,5,Poor,Europe
56,Male,Data Scientist,Finance,12,Onsite,58,3,Low,Anxiety,No,No Change,2.0,Neutral,2,Poor,North America
46,Non-binary,Sales,Healthcare,3,Remote,24,1,High,Burnout,Yes,No Change,1.0,Neutral,3,Average,South America
28,Non-binary,Data Scientist,Consulting,22,Hybrid,42,1,Low,Anxiety,No,Increase,5.0,Satisfied,4,Good,Asia
53,Non-binary,HR,Healthcare,19,Onsite,38,5,Medium,Depression,No,Decrease,1.0,Unsatisfied,3,Good,South America
53,Non-binary,Sales,Manufacturing,21,Onsite,44,4,High,Anxiety,No,No Change,4.0,Neutral,2,Average,Africa
57,Male,Project Manager,Consulting,12,Hybrid,34,1,Medium,Burnout,No,No Change,4.0,Unsatisfied,4,Poor,Asia
47,Female,Sales,Healthcare,17,Remote,27,3,Medium,Anxiety,No,Decrease,2.0,Satisfied,3,Good,Africa
38,Prefer not to say,Software Engineer,IT,31,Onsite,38,1,High,Burnout,Yes,Decrease,1.0,Unsatisfied,2,Poor,Oceania
39,Prefer not to say,Data Scientist,Retail,21,Hybrid,29,4,Low,Depression,Yes,Decrease,5.0,Unsatisfied,4,Good,North America
40,Male,Data Scientist,Consulting,1,Hybrid,47,3,Medium,Burnout,No,No Change,4.0,Satisfied,2,Average,Europe
38,Male,Marketing,Education,10,Remote,24,5,High,Anxiety,No,Decrease,2.0,Neutral,2,Good,Oceania
23,Non-binary,Software Engineer,Retail,8,Hybrid,20,2,High,Anxiety,Yes,No Change,3.0,Neutral,2,Good,Oceania
57,Male,Data Scientist,IT,31,Remote,31,3,Low,Anxiety,No,Increase,1.0,Satisfied,1,Average,Africa
40,Non-binary,Marketing,Healthcare,8,Onsite,41,3,Low,Anxiety,No,Decrease,1.0,Satisfied,1,Good,Europe
45,Non-binary,Sales,IT,15,Onsite,26,4,Medium,Burnout,Yes,Increase,3.0,Satisfied,4,Poor,Africa
41,Non-binary,Data Scientist,Healthcare,33,Onsite,28,1,Medium,Anxiety,Yes,Decrease,1.0,Satisfied,5,Average,Oceania
53,Female,Software Engineer,Manufacturing,17,Hybrid,23,1,High,Anxiety,Yes,Increase,2.0,Neutral,3,Average,Oceania
56,Non-binary,Software Engineer,IT,1,Hybrid,37,2,High,Anxiety,No,Increase,1.0,Satisfied,3,Average,Oceania
49,Male,HR,IT,18,Hybrid,28,2,Low,Anxiety,Yes,Decrease,4.0,Unsatisfied,2,Average,North America
53,Prefer not to say,Sales,Healthcare,18,Remote,20,5,Low,Anxiety,Yes,Decrease,2.0,Neutral,3,Poor,North America
50,Non-binary,Project Manager,Retail,20,Hybrid,20,1,Medium,Anxiety,No,Decrease,5.0,Neutral,4,Poor,Asia
27,Non-binary,Designer,Manufacturing,20,Onsite,35,1,Low,Anxiety,Yes,Decrease,2.0,Unsatisfied,2,Good,North America
46,Non-binary,Designer,Education,22,Onsite,36,2,High,Anxiety,No,No Change,2.0,Unsatisfied,5,Average,Africa
53,Prefer not to say,Designer,Healthcare,32,Hybrid,34,3,Low,Depression,No,Decrease,5.0,Unsatisfied,1,Average,Asia
29,Non-binary,Software Engineer,Education,13,Onsite,44,5,Low,Anxiety,Yes,No Change,2.0,Satisfied,3,Average,Oceania
30,Male,Data Scientist,Healthcare,17,Hybrid,28,3,Low,Anxiety,No,Decrease,5.0,Unsatisfied,5,Good,Asia
57,Non-binary,HR,Healthcare,23,Onsite,28,1,Medium,Anxiety,No,Increase,5.0,Unsatisfied,1,Poor,North America
50,Non-binary,Data Scientist,Education,17,Hybrid,50,3,High,Burnout,No,No Change,3.0,Unsatisfied,4,Good,Oceania
39,Male,Project Manager,Finance,1,Hybrid,60,2,High,Depression,No,No Change,4.0,Satisfied,3,Good,Oceania
29,Non-binary,HR,IT,17,Remote,58,1,Medium,Anxiety,No,No Change,4.0,Neutral,5,Average,North America
27,Prefer not to say,HR,IT,23,Onsite,25,4,High,Depression,Yes,Decrease,4.0,Neutral,3,Poor,South America
38,Male,Project Manager,Retail,19,Remote,23,1,Low,Anxiety,No,Increase,4.0,Neutral,3,Poor,North America
32,Non-binary,Designer,Manufacturing,17,Remote,44,2,Medium,Depression,Yes,Decrease,4.0,Neutral,3,Poor,Africa
58,Non-binary,Marketing,Retail,32,Onsite,46,2,Low,Burnout,No,Increase,1.0,Unsatisfied,2,Good,North America
36,Male,Data Scientist,Finance,4,Remote,22,2,Low,Burnout,No,No Change,1.0,Neutral,5,Good,Asia
23,Non-binary,Data Scientist,Healthcare,33,Hybrid,51,3,Medium,Anxiety,Yes,Decrease,4.0,Neutral,1,Good,Africa
26,Prefer not to say,Data Scientist,Healthcare,30,Hybrid,36,5,High,Burnout,No,Decrease,2.0,Unsatisfied,4,Average,South America
23,Non-binary,HR,Consulting,32,Onsite,36,2,Low,Burnout,No,No Change,1.0,Unsatisfied,1,Average,Oceania
28,Prefer not to say,Data Scientist,Retail,17,Remote,51,1,High,Anxiety,Yes,Decrease,1.0,Neutral,1,Good,Asia
23,Female,Data Scientist,Manufacturing,5,Remote,52,5,Low,Burnout,No,Decrease,2.0,Unsatisfied,5,Good,Africa
41,Non-binary,Marketing,Retail,20,Onsite,34,5,Low,Anxiety,No,Increase,2.0,Satisfied,1,Average,Europe
32,Prefer not to say,Data Scientist,Retail,15,Onsite,52,1,High,Burnout,No,Increase,3.0,Neutral,5,Good,South America
26,Non-binary,Marketing,Manufacturing,29,Hybrid,29,1,Low,Anxiety,Yes,Decrease,2.0,Satisfied,2,Good,Europe
42,Prefer not to say,HR,Manufacturing,2,Onsite,39,4,Low,Anxiety,No,Decrease,4.0,Unsatisfied,1,Average,Europe
58,Male,Designer,Finance,17,Remote,60,5,High,Burnout,Yes,Decrease,2.0,Unsatisfied,3,Average,Asia
46,Male,Designer,Healthcare,9,Onsite,22,2,Low,Depression,No,Decrease,3.0,Unsatisfied,1,Average,Oceania
27,Female,Marketing,Finance,34,Remote,32,1,Low,Anxiety,Yes,Increase,2.0,Unsatisfied,1,Poor,Oceania
36,Female,Data Scientist,Retail,2,Hybrid,27,2,Low,Anxiety,No,Increase,1.0,Satisfied,2,Good,Europe
37,Male,HR,Healthcare,25,Onsite,37,2,Low,Anxiety,Yes,Increase,5.0,Satisfied,3,Average,South America
40,Non-binary,Data Scientist,Manufacturing,15,Hybrid,24,1,Medium,Anxiety,Yes,Increase,3.0,Unsatisfied,2,Poor,Europe
53,Male,Designer,Manufacturing,33,Hybrid,54,1,Low,Anxiety,Yes,Increase,5.0,Neutral,5,Average,Africa
57,Male,Designer,Education,14,Onsite,27,1,High,Anxiety,No,Decrease,5.0,Neutral,4,Average,Oceania
57,Female,HR,IT,16,Onsite,41,3,Low,Burnout,No,Increase,2.0,Unsatisfied,4,Average,Asia
31,Female,Project Manager,Retail,22,Remote,33,1,Low,Anxiety,Yes,No Change,2.0,Satisfied,2,Good,North America
34,Male,Software Engineer,Manufacturing,8,Remote,51,2,Medium,Anxiety,No,Decrease,4.0,Satisfied,2,Average,Asia
40,Female,Project Manager,Healthcare,12,Remote,42,1,High,Burnout,No,Decrease,5.0,Neutral,3,Average,North America
24,Male,Sales,Finance,12,Onsite,30,5,Low,Anxiety,Yes,Increase,3.0,Neutral,5,Average,Asia
24,Prefer not to say,Designer,Finance,19,Remote,47,2,High,Depression,Yes,Decrease,5.0,Unsatisfied,4,Poor,North America
56,Male,Marketing,Retail,1,Onsite,39,4,High,Depression,No,No Change,4.0,Satisfied,5,Good,Asia
58,Female,Sales,Retail,31,Remote,38,5,High,Anxiety,Yes,Increase,5.0,Neutral,5,Good,Asia
30,Prefer not to say,HR,Manufacturing,14,Remote,39,1,Low,Burnout,No,Increase,2.0,Neutral,3,Good,North America
45,Male,Data Scientist,Manufacturing,6,Hybrid,54,1,High,Anxiety,No,No Change,3.0,Neutral,1,Poor,South America
60,Prefer not to say,Project Manager,Consulting,23,Onsite,28,5,Low,Anxiety,No,Decrease,2.0,Unsatisfied,3,Poor,Oceania
45,Prefer not to say,Software Engineer,Healthcare,4,Hybrid,44,2,High,Anxiety,No,No Change,5.0,Satisfied,3,Good,Oceania
51,Female,Project Manager,Education,23,Remote,27,4,Medium,Burnout,No,Decrease,2.0,Neutral,2,Poor,Asia
26,Non-binary,Project Manager,IT,12,Remote,39,5,Medium,Anxiety,No,Increase,5.0,Satisfied,4,Good,Asia
29,Non-binary,HR,Consulting,7,Hybrid,57,3,High,Burnout,Yes,No Change,1.0,Unsatisfied,1,Good,South America
60,Male,Project Manager,Retail,33,Remote,30,2,Medium,Anxiety,No,Decrease,3.0,Unsatisfied,5,Good,North America
31,Female,Software Engineer,Education,12,Remote,35,5,High,Depression,No,No Change,5.0,Neutral,4,Good,Africa
53,Non-binary,HR,Healthcare,19,Onsite,38,5,Medium,Depression,No,Decrease,1.0,Unsatisfied,3,Good,South America
58,Prefer not to say,Sales,Manufacturing,2,Remote,25,2,Low,Anxiety,No,Decrease,4.0,Neutral,2,Good,Asia
22,Male,Software Engineer,Manufacturing,18,Onsite,39,2,High,Burnout,Yes,Decrease,1.0,Neutral,3,Average,North America
46,Non-binary,Designer,Finance,22,Hybrid,24,2,Low,Anxiety,No,No Change,2.0,Neutral,2,Poor,Oceania
28,Female,Marketing,IT,9,Remote,59,3,Low,Anxiety,No,No Change,4.0,Satisfied,3,Poor,South America
54,Non-binary,Project Manager,Finance,17,Onsite,20,4,Medium,Burnout,No,Increase,1.0,Satisfied,3,Average,Asia
22,Female,Sales,Education,25,Onsite,39,3,Low,Burnout,Yes,Decrease,2.0,Satisfied,1,Average,Oceania
52,Non-binary,Sales,Finance,30,Remote,33,2,Medium,Anxiety,Yes,Increase,2.0,Neutral,3,Good,Asia
40,Non-binary,HR,IT,17,Remote,22,1,High,Anxiety,No,Increase,1.0,Satisfied,4,Average,Asia
41,Female,HR,IT,5,Remote,29,1,High,Anxiety,No,Increase,3.0,Satisfied,1,Poor,Europe
54,Male,Sales,IT,25,Remote,28,2,Medium,Anxiety,No,Decrease,2.0,Satisfied,3,Good,Asia
47,Prefer not to say,Marketing,Healthcare,19,Onsite,26,5,Low,Burnout,Yes,Increase,4.0,Unsatisfied,1,Good,Europe
45,Female,Software Engineer,Healthcare,17,Hybrid,34,1,Low,Anxiety,Yes,Increase,1.0,Unsatisfied,4,Good,Africa
53,Male,Software Engineer,Consulting,1,Remote,45,2,Low,Burnout,No,Decrease,5.0,Neutral,4,Average,Oceania
30,Female,Software Engineer,Finance,25,Remote,34,5,High,Depression,No,No Change,1.0,Unsatisfied,3,Good,Europe
33,Male,Marketing,Consulting,34,Remote,53,4,High,Anxiety,Yes,Decrease,4.0,Unsatisfied,3,Good,South America
23,Prefer not to say,Project Manager,Finance,35,Remote,55,4,Low,Anxiety,No,No Change,5.0,Unsatisfied,2,Poor,Oceania
26,Prefer not to say,Project Manager,Finance,28,Onsite,50,4,Low,Anxiety,No,Decrease,1.0,Satisfied,4,Good,South America
57,Non-binary,Sales,Education,3,Hybrid,22,5,High,Anxiety,Yes,Increase,1.0,Satisfied,1,Good,Oceania
56,Female,HR,IT,19,Remote,39,1,Medium,Anxiety,No,Decrease,1.0,Satisfied,5,Average,South America
53,Female,Sales,Manufacturing,8,Onsite,38,5,Low,Anxiety,No,Increase,5.0,Unsatisfied,1,Good,North America
29,Non-binary,Software Engineer,Manufacturing,27,Hybrid,50,3,Medium,Burnout,No,Decrease,1.0,Unsatisfied,4,Good,Africa
27,Male,Software Engineer,Retail,11,Onsite,43,3,Medium,Anxiety,Yes,No Change,5.0,Satisfied,5,Poor,South America
25,Male,Software Engineer,Finance,10,Remote,39,2,Low,Burnout,Yes,No Change,1.0,Unsatisfied,1,Poor,South America
53,Non-binary,Marketing,Finance,2,Hybrid,39,3,Medium,Burnout,Yes,No Change,3.0,Unsatisfied,5,Good,Europe
49,Prefer not to say,Sales,Education,26,Onsite,31,5,High,Burnout,Yes,Decrease,5.0,Satisfied,2,Poor,Europe
36,Male,Data Scientist,Retail,2,Hybrid,27,4,Low,Depression,No,Increase,1.0,Satisfied,2,Average,Europe
49,Prefer not to say,Data Scientist,Healthcare,20,Remote,39,2,High,Anxiety,Yes,Increase,4.0,Unsatisfied,4,Poor,Europe
23,Male,HR,Education,26,Hybrid,42,2,Medium,Anxiety,No,No Change,5.0,Satisfied,2,Good,Europe
53,Female,Sales,Healthcare,26,Remote,58,5,Low,Anxiety,Yes,Increase,3.0,Unsatisfied,4,Average,Asia
22,Prefer not to say,Sales,IT,7,Hybrid,23,3,High,Anxiety,Yes,No Change,4.0,Unsatisfied,2,Good,South America
50,Prefer not to say,Software Engineer,Healthcare,2,Remote,50,4,Medium,Burnout,No,No Change,1.0,Satisfied,3,Poor,Oceania
47,Non-binary,HR,Manufacturing,15,Onsite,56,2,Low,Anxiety,Yes,Increase,2.0,Neutral,4,Poor,Africa
52,Non-binary,Software Engineer,Healthcare,7,Hybrid,29,5,Low,Burnout,No,Decrease,4.0,Satisfied,4,Good,Oceania
26,Female,Project Manager,Education,19,Onsite,55,1,Low,Depression,No,Decrease,1.0,Unsatisfied,2,Average,South America
50,Non-binary,HR,Consulting,22,Onsite,47,2,Medium,Burnout,No,Increase,2.0,Unsatisfied,5,Poor,Oceania
58,Prefer not to say,Sales,Education,18,Hybrid,41,3,High,Anxiety,Yes,Decrease,1.0,Unsatisfied,2,Poor,Europe
38,Male,Sales,IT,16,Onsite,32,4,Low,Burnout,Yes,No Change,2.0,Unsatisfied,2,Poor,Europe
53,Non-binary,Data Scientist,Retail,34,Remote,22,3,High,Depression,No,Decrease,3.0,Satisfied,4,Good,Africa
53,Prefer not to say,Designer,Retail,9,Onsite,25,3,Low,Anxiety,No,Decrease,5.0,Unsatisfied,3,Poor,Oceania
48,Non-binary,Marketing,Retail,19,Hybrid,33,2,High,Anxiety,No,No Change,3.0,Neutral,3,Good,Africa
36,Female,Project Manager,Education,20,Remote,54,3,Medium,Burnout,Yes,No Change,4.0,Satisfied,2,Good,Europe
40,Male,Marketing,Finance,17,Onsite,42,2,Medium,Depression,Yes,No Change,5.0,Neutral,3,Poor,Oceania
57,Male,Software Engineer,IT,17,Remote,48,3,Medium,Burnout,No,No Change,3.0,Unsatisfied,1,Average,Oceania
59,Prefer not to say,HR,Finance,1,Hybrid,60,3,High,Anxiety,No,Increase,2.0,Unsatisfied,3,Good,South America
32,Prefer not to say,Designer,Manufacturing,17,Remote,41,5,Low,Anxiety,No,No Change,2.0,Neutral,1,Poor,Asia
60,Male,HR,Education,34,Remote,30,4,Medium,Burnout,No,Decrease,4.0,Neutral,2,Average,North America
44,Male,Data Scientist,Retail,10,Onsite,29,3,Medium,Anxiety,Yes,Decrease,5.0,Satisfied,1,Poor,North America
42,Male,Designer,IT,22,Hybrid,54,3,High,Anxiety,Yes,Decrease,4.0,Neutral,2,Average,South America
30,Prefer not to say,Sales,Retail,23,Onsite,54,4,Medium,Anxiety,No,Decrease,1.0,Satisfied,3,Average,Oceania
40,Non-binary,Project Manager,Manufacturing,33,Hybrid,42,3,Medium,Burnout,No,Decrease,1.0,Unsatisfied,4,Poor,Africa
47,Male,HR,Finance,8,Hybrid,33,1,Low,Anxiety,Yes,No Change,2.0,Satisfied,4,Good,Europe
34,Non-binary,HR,Healthcare,13,Hybrid,41,1,High,Anxiety,No,Increase,4.0,Neutral,2,Good,Europe
38,Prefer not to say,Software Engineer,Retail,30,Hybrid,24,5,High,Depression,No,Decrease,1.0,Neutral,4,Poor,North America
37,Male,Project Manager,Healthcare,27,Onsite,39,1,High,Anxiety,No,Decrease,4.0,Unsatisfied,1,Poor,Asia
28,Male,Project Manager,IT,3,Hybrid,20,1,Low,Anxiety,Yes,No Change,2.0,Satisfied,2,Good,North America
53,Female,Project Manager,Retail,24,Hybrid,25,1,High,Depression,Yes,Decrease,3.0,Unsatisfied,4,Good,Africa
49,Male,Designer,Retail,2,Onsite,53,2,High,Burnout,Yes,Increase,4.0,Unsatisfied,3,Good,Africa
29,Male,Marketing,Education,33,Hybrid,23,5,Medium,Anxiety,No,Decrease,2.0,Satisfied,4,Good,Europe
46,Non-binary,HR,Finance,4,Hybrid,57,1,Medium,Anxiety,No,No Change,1.0,Unsatisfied,5,Poor,North America
36,Prefer not to say,Software Engineer,Consulting,9,Hybrid,28,3,Low,Anxiety,No,Increase,5.0,Satisfied,2,Good,North America
47,Non-binary,Project Manager,Retail,30,Remote,23,1,High,Anxiety,Yes,Increase,4.0,Unsatisfied,1,Good,Oceania
40,Non-binary,Marketing,Education,33,Remote,37,2,Low,Depression,Yes,Increase,4.0,Satisfied,5,Poor,Africa
39,Male,Marketing,Healthcare,20,Hybrid,22,3,Medium,Anxiety,No,Increase,4.0,Satisfied,5,Good,Africa
26,Prefer not to say,Data Scientist,Consulting,6,Hybrid,38,3,Low,Burnout,Yes,Increase,2.0,Neutral,1,Good,Oceania
29,Male,Marketing,Healthcare,26,Onsite,21,3,Medium,Anxiety,Yes,Decrease,1.0,Neutral,5,Average,Oceania
43,Male,Project Manager,Manufacturing,32,Remote,40,4,Medium,Anxiety,Yes,Increase,1.0,Neutral,3,Poor,South America
38,Prefer not to say,Designer,Manufacturing,17,Hybrid,52,2,High,Burnout,Yes,Decrease,2.0,Neutral,1,Good,Asia
33,Female,Marketing,Retail,15,Remote,28,1,Medium,Anxiety,No,Decrease,4.0,Neutral,2,Good,South America
53,Female,Software Engineer,Consulting,5,Remote,38,5,High,Depression,Yes,Decrease,4.0,Satisfied,2,Poor,Oceania
53,Non-binary,HR,Healthcare,13,Remote,53,2,High,Anxiety,Yes,Decrease,3.0,Neutral,5,Average,North America
51,Male,Marketing,Education,32,Remote,29,2,High,Anxiety,No,Decrease,1.0,Neutral,5,Poor,North America
53,Male,Project Manager,IT,12,Hybrid,45,2,Medium,Anxiety,No,Decrease,3.0,Satisfied,4,Good,Africa
53,Prefer not to say,Software Engineer,Education,20,Hybrid,45,1,Medium,Anxiety,No,Decrease,2.0,Satisfied,5,Good,Asia
23,Prefer not to say,Software Engineer,IT,12,Remote,58,5,High,Depression,No,Increase,1.0,Neutral,1,Good,North America
27,Prefer not to say,Project Manager,Healthcare,22,Hybrid,52,1,Low,Anxiety,Yes,Decrease,4.0,Satisfied,5,Good,Europe
59,Prefer not to say,Software Engineer,Finance,17,Onsite,47,2,High,Anxiety,Yes,No Change,2.0,Neutral,3,Good,North America
34,Male,Sales,IT,26,Hybrid,39,3,Medium,Anxiety,Yes,Decrease,3.0,Satisfied,5,Average,Oceania
22,Male,Project Manager,Consulting,28,Hybrid,23,4,High,Depression,Yes,Increase,3.0,Unsatisfied,3,Poor,Asia
33,Female,Project Manager,Consulting,30,Remote,53,2,Medium,Depression,No,No Change,4.0,Unsatisfied,4,Poor,South America
48,Male,HR,Retail,2,Onsite,56,4,High,Anxiety,No,Decrease,5.0,Unsatisfied,3,Poor,North America
51,Non-binary,Data Scientist,IT,22,Remote,32,2,Medium,Anxiety,Yes,Increase,4.0,Neutral,5,Good,South America
53,Female,HR,Consulting,12,Hybrid,51,3,Medium,Depression,Yes,No Change,5.0,Unsatisfied,4,Good,South America
50,Female,Data Scientist,Consulting,25,Onsite,33,5,High,Anxiety,Yes,Decrease,3.0,Satisfied,2,Poor,Oceania
42,Non-binary,Project Manager,Retail,2,Hybrid,58,1,Medium,Anxiety,No,No Change,5.0,Unsatisfied,3,Good,Europe
53,Male,Project Manager,IT,12,Remote,41,3,Medium,Burnout,Yes,No Change,2.0,Satisfied,2,Good,Europe
53,Female,Project Manager,Finance,29,Onsite,60,3,High,Anxiety,No,Increase,1.0,Satisfied,5,Average,Europe
22,Non-binary,Project Manager,Education,21,Hybrid,42,3,Medium,Anxiety,No,Decrease,1.0,Unsatisfied,3,Good,Asia
49,Male,Designer,IT,17,Remote,20,3,Medium,Burnout,Yes,No Change,2.0,Unsatisfied,2,Good,South America
40,Non-binary,Software Engineer,Retail,24,Hybrid,57,2,Medium,Burnout,Yes,No Change,4.0,Satisfied,3,Poor,Africa
32,Prefer not to say,Project Manager,IT,24,Onsite,60,3,Low,Anxiety,Yes,Decrease,4.0,Satisfied,1,Average,Europe
48,Prefer not to say,Sales,Healthcare,6,Onsite,45,4,Low,Burnout,Yes,Decrease,5.0,Neutral,5,Good,Europe
23,Male,Software Engineer,Retail,15,Onsite,30,2,Medium,Depression,Yes,No Change,1.0,Satisfied,2,Good,Oceania
40,Prefer not to say,Project Manager,Education,4,Remote,39,2,Low,Anxiety,No,Decrease,3.0,Unsatisfied,1,Poor,Africa
37,Male,Sales,Healthcare,14,Remote,48,1,Low,Anxiety,Yes,No Change,3.0,Satisfied,2,Poor,Oceania
33,Female,Data Scientist,Finance,1,Onsite,47,2,Low,Depression,No,No Change,1.0,Neutral,2,Poor,Oceania
43,Female,Sales,Retail,23,Remote,22,1,High,Burnout,No,No Change,1.0,Unsatisfied,5,Good,Africa
51,Male,Software Engineer,Consulting,4,Remote,20,2,Medium,Anxiety,Yes,Decrease,3.0,Satisfied,1,Poor,North America
36,Male,Data Scientist,Manufacturing,1,Onsite,24,5,Medium,Burnout,No,Decrease,3.0,Unsatisfied,4,Good,Africa
47,Female,Sales,Consulting,34,Hybrid,33,4,High,Burnout,No,Increase,2.0,Unsatisfied,3,Good,Europe
36,Non-binary,Marketing,Finance,33,Remote,42,2,Medium,Anxiety,Yes,No Change,3.0,Unsatisfied,5,Good,North America
25,Male,Data Scientist,Education,17,Hybrid,58,5,Medium,Burnout,Yes,Increase,5.0,Satisfied,3,Good,Europe
24,Male,Sales,IT,23,Hybrid,47,5,High,Depression,Yes,Decrease,5.0,Neutral,2,Poor,Oceania
28,Prefer not to say,Project Manager,Consulting,26,Onsite,58,4,High,Burnout,Yes,Increase,4.0,Unsatisfied,4,Poor,North America
38,Male,Designer,Consulting,20,Hybrid,36,5,Medium,Anxiety,Yes,Increase,5.0,Unsatisfied,5,Average,North America
57,Non-binary,Marketing,Consulting,10,Onsite,44,2,High,Anxiety,Yes,Decrease,2.0,Satisfied,3,Poor,Oceania
